"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2"
11.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,0.00,9.72,0.00,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.42,20.20,22.80,22.58
12.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,0.00,9.72,0.00,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.42,20.20,22.80,22.58
13.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,54.97,55.03,110.37,110.32,203.40,19.42,20.20,22.80,22.58
14.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,54.97,55.03,110.37,110.32,203.40,19.42,20.20,22.80,22.58
15.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,84.42,9.72,19.55,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,54.97,55.03,110.37,110.32,203.40,19.42,20.20,22.80,22.58
16.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,93.51,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,54.97,55.03,110.37,110.32,203.40,19.42,20.20,22.80,22.58
17.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,54.97,55.03,110.37,110.32,203.40,19.42,20.20,22.80,22.58
18.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,92.37,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,54.97,55.03,110.37,110.32,203.40,19.42,20.20,22.80,22.58
19.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.42,20.20,22.80,22.58
20.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.42,20.20,22.80,22.58
21.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
22.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
23.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,91.21,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
24.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
25.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,95.55,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
26.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,95.55,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
27.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,95.55,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
28.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,95.55,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
29.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,95.55,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
30.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,3.78,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,80.86,9.72,18.72,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
31.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,80.34,9.72,18.60,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
32.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,95.55,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
33.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,95.55,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
34.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,95.55,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
35.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,95.55,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
36.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,95.55,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
37.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
38.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
39.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,85.48,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
40.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,91.94,9.72,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
41.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,32.64,9.72,7.56,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
42.00,78.57,0.00,67.20,627.79,204.43,4.07,4.27,110.48,19.21,4.79,41.90,0.00,142.44,7.63,4.19,164.07,112.47,126.85,47.08,242.00,17.01,3.87,6.88,87.77,0.00,6.39,9.98,16.46,9.72,3.81,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
