"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
11.00,0.00,16.43,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,9.65,56.80,6.30,0.00,15.41,3.60,18.15,15.41,10.00,0.00,1.40,0.00,10.27,49.90,2.05,26.40,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,117.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,4.26,2.40,18.90,0.00,0.00,0.00,1.00,38.33,42.09,2.90,2.55,0.00,72.20,99.00,0.00,2.00,0.04,0.00,11.00,0.00,0.02,23.00
12.00,0.00,16.62,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,8.25,55.45,6.30,0.00,15.41,3.60,18.15,15.41,10.00,0.00,1.40,0.00,10.19,46.20,2.05,26.60,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,111.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,4.21,1.90,18.90,0.00,0.00,0.00,1.00,38.33,42.09,2.80,2.32,0.00,70.40,88.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
13.00,0.00,16.96,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,7.70,51.65,6.30,0.00,15.41,3.60,18.15,15.41,10.00,0.00,1.40,0.00,9.96,41.30,2.05,26.70,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,101.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,3.54,1.50,18.90,0.00,0.00,0.00,1.00,38.33,42.09,2.80,2.08,0.00,67.00,76.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
14.00,0.00,16.35,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,7.43,47.04,6.30,0.00,15.41,3.60,18.15,15.41,10.00,0.00,1.40,0.00,9.68,37.10,2.05,26.70,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,88.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,2.66,1.30,18.90,0.00,0.00,0.00,1.00,38.33,42.09,2.60,1.83,0.00,62.60,61.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
15.00,0.00,16.74,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,7.46,42.35,6.30,0.00,15.41,3.60,18.15,15.41,10.00,0.00,1.40,0.00,9.35,33.10,2.05,26.70,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,73.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,2.13,1.20,18.90,0.00,0.00,0.00,1.00,38.33,42.09,2.40,1.51,0.00,57.90,48.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
16.00,0.00,17.22,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,7.59,37.65,6.30,0.00,15.41,3.60,18.15,15.41,10.00,0.00,1.40,0.00,8.86,31.40,2.05,26.70,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,57.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,1.70,0.90,18.90,0.00,0.00,0.00,1.00,30.31,33.82,2.30,1.16,0.00,57.20,37.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
17.00,0.00,17.40,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,7.50,33.93,6.30,0.00,15.41,3.60,18.15,15.41,10.00,13.66,1.40,0.00,8.22,30.50,2.05,26.70,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,44.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,1.61,0.50,18.90,0.00,0.00,0.00,1.00,30.31,33.82,2.10,1.02,0.00,57.70,28.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
18.00,0.00,17.57,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,7.33,30.54,6.30,0.00,15.41,3.60,18.15,15.41,10.00,13.66,1.40,0.00,7.68,30.10,2.05,26.70,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,34.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,1.63,0.40,18.90,0.00,0.00,0.00,1.00,18.60,21.76,1.90,0.94,0.00,56.50,21.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
19.00,0.00,17.91,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,7.49,29.39,6.30,0.00,15.41,3.60,18.15,15.41,10.00,13.66,1.40,0.00,7.25,29.80,2.05,26.50,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,26.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,1.50,0.40,18.90,0.00,0.00,0.00,1.00,18.60,21.76,1.60,0.83,0.00,54.70,15.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
20.00,0.00,18.04,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,7.76,28.98,6.30,0.00,4.80,3.60,18.15,15.41,10.00,13.66,1.40,0.00,6.65,27.70,2.05,26.60,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,20.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,1.31,0.40,18.90,0.00,0.00,0.00,1.00,15.23,17.35,1.50,0.70,0.00,51.00,10.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
21.00,0.00,18.23,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,8.24,29.36,0.00,0.00,4.80,3.60,18.15,15.41,10.00,13.66,1.40,0.00,5.86,25.00,2.05,26.60,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,15.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,1.19,0.30,18.90,0.00,0.00,0.00,1.00,15.23,17.35,1.40,0.60,0.00,46.60,6.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
22.00,0.00,18.17,0.00,14.00,2.90,7.90,5.80,7.30,1.70,0.00,2.60,20.00,0.00,0.00,11.71,0.00,4.10,8.79,30.01,0.00,0.00,4.80,3.60,18.15,15.41,10.00,13.66,1.40,0.00,5.17,22.50,2.05,26.70,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,13.00,9.00,17.56,6.00,10.80,8.12,6.50,2.40,1.09,0.30,18.90,0.00,0.00,0.00,1.00,15.23,17.35,1.20,0.51,0.00,40.80,5.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
