"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
11.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,55.96,9.66,5.19,164.07,112.47,136.69,35.57,226.00,29.10,6.88,87.77,0.00,6.39,9.98,49.48,10.52,19.79,200.56,180.00,67.57,67.16,67.94,47.18,189.69,203.05,189.76,5.67,74.99,61.22,66.62,66.54,28.85,30.70,30.59,30.58,55.29,85.00,56.71,110.32,203.40,20.46,20.42,0.00,0.00,5.06
12.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,55.96,9.66,5.19,164.07,112.47,136.69,35.57,226.00,29.10,6.88,87.77,0.00,6.39,9.98,54.28,10.52,19.79,200.56,180.00,67.57,67.16,67.94,47.18,189.69,203.05,189.76,5.67,74.99,61.22,66.62,66.54,28.85,30.70,30.59,30.58,55.29,85.00,56.71,110.32,203.40,20.46,20.42,0.00,0.00,5.06
13.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,55.96,9.66,5.19,164.07,112.47,136.69,35.57,226.00,29.10,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,180.00,67.57,67.16,67.94,42.30,189.69,203.05,189.76,5.67,74.99,61.22,66.62,66.54,28.85,30.70,30.59,30.58,57.54,85.00,33.48,110.32,203.40,20.46,20.42,0.00,0.00,5.06
14.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,69.68,9.66,5.19,164.07,112.47,136.69,35.57,226.00,29.10,6.88,87.77,16.00,6.39,9.98,95.55,10.52,19.79,200.56,180.00,67.57,67.16,67.94,41.55,189.69,203.05,189.76,5.67,74.99,61.22,66.62,66.54,28.85,30.70,30.59,30.58,55.29,85.00,62.35,110.32,203.40,20.46,20.42,0.00,0.00,5.06
15.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,106.51,9.66,5.19,164.07,112.47,136.69,31.49,226.00,29.10,6.88,87.77,16.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,67.94,20.60,189.69,203.05,189.76,5.67,74.99,55.39,66.62,66.54,28.85,30.70,30.59,30.58,60.22,85.00,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
16.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,121.09,9.66,5.19,164.07,112.47,136.69,35.57,226.00,29.10,6.88,87.77,32.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,52.40,20.60,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,28.85,30.70,30.59,30.58,53.30,85.00,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
17.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,115.03,9.66,5.19,164.07,112.47,136.69,47.08,226.00,29.10,6.88,87.77,77.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,67.94,31.26,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,28.85,30.70,30.59,30.58,85.00,87.36,72.30,110.32,203.40,20.46,20.42,0.00,0.00,5.06
18.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,120.25,9.66,5.19,164.07,112.47,136.69,47.08,226.00,29.10,6.88,87.77,112.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,67.94,29.76,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,28.85,30.70,30.59,30.58,85.00,87.36,73.80,110.32,203.40,20.46,20.42,0.00,0.00,5.06
19.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,123.70,9.66,5.19,164.07,112.47,136.69,47.08,226.00,29.10,6.88,87.77,112.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,67.94,29.15,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,28.85,30.70,30.59,30.58,85.00,87.36,74.40,110.32,203.40,20.46,20.42,0.00,0.00,5.06
20.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,128.45,9.66,5.19,164.07,112.47,136.69,47.08,226.00,29.10,6.88,87.77,112.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,67.94,29.15,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,28.85,30.70,30.59,30.58,85.00,87.36,74.40,110.32,203.40,20.46,20.42,0.00,0.00,5.06
21.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,126.19,9.66,5.19,164.07,112.47,136.69,47.08,226.00,29.10,6.88,87.77,112.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,67.94,29.15,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,28.85,30.70,30.59,30.58,85.00,87.36,74.40,110.32,203.40,20.46,20.42,0.00,0.00,5.06
22.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,124.00,9.66,5.19,164.07,112.47,136.69,47.08,226.00,29.10,6.88,87.77,112.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,67.94,29.15,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,28.85,30.70,30.59,30.58,85.00,87.36,74.40,110.32,203.40,20.46,20.42,0.00,0.00,5.06
23.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,118.89,9.66,5.19,164.07,112.47,136.69,47.08,226.00,29.10,6.88,87.77,51.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,46.13,21.47,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,28.85,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
24.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,106.34,9.66,5.19,164.07,112.47,136.69,47.08,226.00,29.10,6.88,87.77,32.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,46.28,21.32,189.69,203.05,189.76,5.67,74.99,76.38,66.62,66.54,28.85,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
25.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,82.81,9.66,5.19,164.07,112.47,136.69,47.08,226.00,29.10,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,46.13,21.47,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,28.85,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
26.00,78.57,29.98,67.20,650.00,211.66,0.00,9.12,110.48,19.21,4.79,0.00,0.00,82.81,9.66,5.19,164.07,112.47,136.69,47.08,226.00,29.10,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,180.00,180.00,67.57,67.16,46.13,21.47,189.69,203.05,189.76,5.67,74.99,75.00,66.62,66.54,28.85,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,5.06
